id,title,release_date,duration,genres,directors,actors,nationality,press_rating,number_of_press_rating,spec_rating,number_of_spec_rating,summary,sentiment_score,sentiment_tag,tone_tags,mood_tags,theme_tags,all_tags,features,recommendations
128,La Ballade de Narayama,2018-07-11,131.0,Drame,Shôhei Imamura,"Sumiko Sakamoto, Ken Ogata, Takejo Aki",japonais,,,3.9,31837.0,"Orin, une vieille femme des montagnes du Shinshu, atteint l'âge fatidique de soixante-dix ans. Comme le veut la coutume, elle doit se rendre sur le sommet de Narayama pour être emportée par la mort. La sagesse de la vieille femme aura d'ici-là l'occasion de se manifester.",0.0,neutre,"sombre,comique,dramatique","pessimiste,angoissant,énergique","vengeance,famille,amitié",Drame,"Orin, une vieille femme des montagnes du Shinshu, atteint l'âge fatidique de soixante-dix ans. Comme le veut la coutume, elle doit se rendre sur le sommet de Narayama pour être emportée par la mort. La sagesse de la vieille femme aura d'ici-là l'occasion de se manifester. Drame Drame","[142, 314, 494]"
135,Barry Lyndon,1976-09-24,187.0,"Aventure, Drame",Stanley Kubrick,"Ryan O'Neal, Marisa Berenson, Patrick Magee","britannique, américain",5.0,7.0,4.4,15595696.0,"Au XVIIIe siècle en Irlande, à la mort de son père, le jeune Redmond Barry ambitionne de monter dans l'échelle sociale. Il élimine en duel son rival,un officier britannique amoureux de sa cousine mais est ensuite contraint à l'exil. Il s'engage dans l'armée britannique et part combattre sur le continent européen. Il déserte bientôt et rejoint l'armée prussienne des soldats de Frederic II afin d'échapper à la peine de mort. Envoyé en mission, il doit espionner un noble joueur, mène un double-jeu et se retrouve sous la protection de ce dernier. Introduit dans la haute société européenne, il parvient à devenir l'amant d'une riche et magnifique jeune femme, Lady Lyndon. Prenant connaissance de l'adultère, son vieil époux sombre dans la dépression et meurt de dépit. Redmond Barry épouse Lady Lyndon et devient Barry Lyndon...",0.4588,positif,"sombre,comique,dramatique","romantique,énergique,mélancolique","amour,amitié,famille","Aventure,Drame","Au XVIIIe siècle en Irlande, à la mort de son père, le jeune Redmond Barry ambitionne de monter dans l'échelle sociale. Il élimine en duel son rival,un officier britannique amoureux de sa cousine mais est ensuite contraint à l'exil. Il s'engage dans l'armée britannique et part combattre sur le continent européen. Il déserte bientôt et rejoint l'armée prussienne des soldats de Frederic II afin d'échapper à la peine de mort. Envoyé en mission, il doit espionner un noble joueur, mène un double-jeu et se retrouve sous la protection de ce dernier. Introduit dans la haute société européenne, il parvient à devenir l'amant d'une riche et magnifique jeune femme, Lady Lyndon. Prenant connaissance de l'adultère, son vieil époux sombre dans la dépression et meurt de dépit. Redmond Barry épouse Lady Lyndon et devient Barry Lyndon... Aventure,Drame Aventure, Drame","[448, 270, 272]"
139,La Belle et le Clochard,1955-10-01,75.0,"Animation, Famille, Comédie musicale","Hamilton Luske, Clyde Geronimi, Wilfred Jackson","Larry Roberts, Barbara Luddy, Peggy Lee",américain,5.0,1.0,4.0,23263178.0,"Les aventures amoureuses de Lady, ravissant cocker et de Clochard le batard, perturbées par tante Sarah et ses deux adorables chats siamois, Si et Am, diaboliques et sournois.",0.0,neutre,"dramatique,comique,satirique","romantique,énergique,nostalgique","amour,amitié,famille","Animation,Famille,Comédie musicale","Les aventures amoureuses de Lady, ravissant cocker et de Clochard le batard, perturbées par tante Sarah et ses deux adorables chats siamois, Si et Am, diaboliques et sournois. Animation,Famille,Comédie musicale Animation, Famille, Comédie musicale","[427, 238, 96]"
140,Birdy,1985-05-22,120.0,"Drame, Guerre",Alan Parker,"Matthew Modine, Nicolas Cage, John Harkins",américain,3.0,5.0,3.9,3383157.0,"Birdy et Al, deux amis inséparables, sont revenus du Vietnam cruellement marqués. Al est prêt à tout pour sauver Birdy qui poursuit un rêve fou... : voler comme un oiseau !",-0.2003,négatif,"sombre,dramatique,ironique","pessimiste,angoissant,énergique","vengeance,rédemption,amour","Guerre,Drame","Birdy et Al, deux amis inséparables, sont revenus du Vietnam cruellement marqués. Al est prêt à tout pour sauver Birdy qui poursuit un rêve fou... : voler comme un oiseau ! Guerre,Drame Drame, Guerre","[317, 208, 338]"
141,Boy Meets Girl,1984-11-21,100.0,"Drame, Romance",Leos Carax,"Denis Lavant, Mireille Perrier, Carroll Brooks",français,,,3.5,20022.0,"Alex est un enfant terrible, il a 22 ans et veut écrire, signer des oeuvres fortes, des histoires d'amour. Pour cela, il espionne deux jeunes couples d'amoureux pendant leurs nuits, jusqu'à ce qu'il fasse la rencontre d'une femme suicidaire... une femme aussi solitaire que lui. Ils vivront une histoire d'amour insolite et dramatique. L'inoubliable premier film de Leos Carax, auteur des Amants du Pont-Neuf et plus récemment coréalisateur du film à sketchs Tokyo !",0.2003,positif,"dramatique,comique,ironique","énergique,romantique,angoissant","amour,amitié,trahison","Romance,Drame","Alex est un enfant terrible, il a 22 ans et veut écrire, signer des oeuvres fortes, des histoires d'amour. Pour cela, il espionne deux jeunes couples d'amoureux pendant leurs nuits, jusqu'à ce qu'il fasse la rencontre d'une femme suicidaire... une femme aussi solitaire que lui. Ils vivront une histoire d'amour insolite et dramatique. L'inoubliable premier film de Leos Carax, auteur des Amants du Pont-Neuf et plus récemment coréalisateur du film à sketchs Tokyo ! Romance,Drame Drame, Romance","[265, 447, 12]"
142,Brazil,1985-02-20,132.0,"Science fiction, Drame",Terry Gilliam,"Jonathan Pryce, Robert De Niro, Kim Greist",britannique,5.0,1.0,4.1,13401578.0,"Sam Lowry, fonctionnaire modèle d'une mégapole étrange, à la fois d'hier, beaucoup d'aujourd'hui et tout à fait de demain, a des problèmes avec sa maman et avec l'Etat, tout puissant. Pour couronner le tout, des songes bizarres l'entraînent chaque nuit sur les ailes d'Icare, à la recherche d'une jeune femme blonde, évanescente, inaccessible. Chaque fois qu'il est sur le point de l'atteindre, leurs trajectoires se séparent et le songe s'interrompt cruellement.Pourtant une nuit, la belle Jill Layton entre dans sa vie... Par le biais d'une erreur dans la machinerie fantastique qui préside à l'organisation de la vie quotidienne des citoyens de cette ville étrange, l'Ordinateur suprême a désigné le brave Buttle à la place de l'escroc Tuttle, activement recherché. Après le décès fâcheux du pauvre Buttle, Saw Lowry, jusque là employé rampant, est promu au Service des Recherches, très brigué... pour dédommager la veuve du défunt. La belle Jill habite au dessus de l'infortunée famille... En fait de recherches, Sam va passer son temps à retrouver la femme de ses rêves.Sa maman, elle, a des soucis beaucoup plus terre-à-terre. Elle surveille fébrilement les résultats des multiples interventions de chirurgie plastique réalisées par une sorte de Grand-Maître d'une secte étrange dans cet univers incroyable. Et son cher garçon suit attentivement les évolutions du visage et du corps de sa mère, ainsi que celles, nettement plus catastrophiques, de sa tante, soumise aux mêmes supplices vécus avec délice, comme une règle de vie impérative là-bas : rester jeune.Tout cela dans un univers de tuyaux, de pompes géantes, une sorte de ville-poumon gigantesque d'où Sam sortira amplement vainqueur de toutes les embûches pour retrouver sa belle. Mais à quel prix...",0.2263,positif,"dramatique,sombre,ironique","angoissant,romantique,énergique","famille,pouvoir,trahison","Drame,Science fiction","Sam Lowry, fonctionnaire modèle d'une mégapole étrange, à la fois d'hier, beaucoup d'aujourd'hui et tout à fait de demain, a des problèmes avec sa maman et avec l'Etat, tout puissant. Pour couronner le tout, des songes bizarres l'entraînent chaque nuit sur les ailes d'Icare, à la recherche d'une jeune femme blonde, évanescente, inaccessible. Chaque fois qu'il est sur le point de l'atteindre, leurs trajectoires se séparent et le songe s'interrompt cruellement.Pourtant une nuit, la belle Jill Layton entre dans sa vie... Par le biais d'une erreur dans la machinerie fantastique qui préside à l'organisation de la vie quotidienne des citoyens de cette ville étrange, l'Ordinateur suprême a désigné le brave Buttle à la place de l'escroc Tuttle, activement recherché. Après le décès fâcheux du pauvre Buttle, Saw Lowry, jusque là employé rampant, est promu au Service des Recherches, très brigué... pour dédommager la veuve du défunt. La belle Jill habite au dessus de l'infortunée famille... En fait de recherches, Sam va passer son temps à retrouver la femme de ses rêves.Sa maman, elle, a des soucis beaucoup plus terre-à-terre. Elle surveille fébrilement les résultats des multiples interventions de chirurgie plastique réalisées par une sorte de Grand-Maître d'une secte étrange dans cet univers incroyable. Et son cher garçon suit attentivement les évolutions du visage et du corps de sa mère, ainsi que celles, nettement plus catastrophiques, de sa tante, soumise aux mêmes supplices vécus avec délice, comme une règle de vie impérative là-bas : rester jeune.Tout cela dans un univers de tuyaux, de pompes géantes, une sorte de ville-poumon gigantesque d'où Sam sortira amplement vainqueur de toutes les embûches pour retrouver sa belle. Mais à quel prix... Drame,Science fiction Science fiction, Drame","[448, 428, 127]"
150,Les Chariots de feu,1981-05-20,125.0,"Drame, Historique",Hugh Hudson,"Nigel Havers, Ian Holm, John Gielgud","américain, britannique",,,3.8,307186.0,"Dans les années vingt, deux athlètes britanniques prédisposés pour la course à pied se servent de leur don, l'un pour combattre les préjugés xénophobes, l'autre pour affirmer sa foi religieuse.",0.0,neutre,"dramatique,comique,sombre",,"amitié,trahison","Historique,Drame","Dans les années vingt, deux athlètes britanniques prédisposés pour la course à pied se servent de leur don, l'un pour combattre les préjugés xénophobes, l'autre pour affirmer sa foi religieuse. Historique,Drame Drame, Historique","[292, 218, 511]"
151,Les Chiens de paille,1972-02-09,113.0,"Drame, Thriller",Sam Peckinpah,"Dustin Hoffman, Susan George, Peter Vaughan","américain, britannique",,,3.9,3171212.0,"David, jeune mathématicien, fuit l'Amérique et son atmosphère orageuse. Il émigre en Cornouailles où il est confronté dès son arrivée à l'agressivité des autochtones. Atteint dans ses convictions, il aura lui aussi recours a une violence qu'il combat.",-0.7269,négatif,"sombre,comique,dramatique","nostalgique,énergique,angoissant","amitié,trahison,famille","Thriller,Drame","David, jeune mathématicien, fuit l'Amérique et son atmosphère orageuse. Il émigre en Cornouailles où il est confronté dès son arrivée à l'agressivité des autochtones. Atteint dans ses convictions, il aura lui aussi recours a une violence qu'il combat. Thriller,Drame Drame, Thriller","[217, 506, 1]"
157,Deep End,1971-12-28,90.0,"Drame, Comédie, Romance",Jerzy Skolimowski,"Jane Asher, John Moulder-Brown, Karl Michael Vogler","britannique, ouest-allemand",4.9,7.0,3.9,72695.0,"Mike vient de sortir du collège et trouve un emploi dans un établissement de bains londonien. Susan, son homologue féminin, arrondit ses fins de mois en proposant ses charmes à la clientèle masculine. Amoureux jaloux de la jeune femme, Mike devient encombrant.",0.5574,positif,"comique,dramatique,satirique","romantique,énergique,nostalgique","amour,amitié,trahison","Romance,Comédie,Drame","Mike vient de sortir du collège et trouve un emploi dans un établissement de bains londonien. Susan, son homologue féminin, arrondit ses fins de mois en proposant ses charmes à la clientèle masculine. Amoureux jaloux de la jeune femme, Mike devient encombrant. Romance,Comédie,Drame Drame, Comédie, Romance","[88, 261, 185]"
159,Cotton Club,1985-01-02,130.0,"Musical, Drame, Policier",Francis Ford Coppola,"Ralph Brown (II), Richard Gere, Gregory Hines",américain,,,3.5,88168.0,"1919. La prohibition a engendré une vague de violence qui déferle sur l'Amérique. A New York, au célèbre cabaret ""Cotton Club"", la pègre, les politiciens et les stars du moment goûtent les plaisirs interdits. Un danseur noir et un trompettiste blanc sont emportés dans une tourmente où l'amour et l'ambition se jouent au rythme des claquettes, du jazz... et des mitraillettes.",-0.6705,négatif,"dramatique,satirique,comique","pessimiste,énergique","amour,famille,amitié","Policier,Musical,Drame","1919. La prohibition a engendré une vague de violence qui déferle sur l'Amérique. A New York, au célèbre cabaret ""Cotton Club"", la pègre, les politiciens et les stars du moment goûtent les plaisirs interdits. Un danseur noir et un trompettiste blanc sont emportés dans une tourmente où l'amour et l'ambition se jouent au rythme des claquettes, du jazz... et des mitraillettes. Policier,Musical,Drame Musical, Drame, Policier","[12, 314, 308]"
160,Cría Cuervos,1976-06-03,112.0,Drame,Carlos Saura,"Geraldine Chaplin, Ana Torrent, Conchita Perez",espagnol,4.8,8.0,3.9,93799.0,"Ana, 9 ans, ne dort plus la nuit dans la grande maison madrilène familiale. Ses parents sont morts récemment. Sa mère s'est éteinte de chagrin et de dépit amoureux, son père a succombé à une maîtresse vengeresse.Témoin de ces deux morts malgré elle, Ana refuse le monde des adultes et s'invente son univers. Elle s'accroche à ses rêves et ses souvenirs pour faire revivre sa mère et retrouver son amour. Elle remplit son quotidien de jeux qu'elle partage avec ses soeurs.",-0.6249,négatif,"sombre,comique,dramatique","énergique,nostalgique,romantique","amour,famille,amitié",Drame,"Ana, 9 ans, ne dort plus la nuit dans la grande maison madrilène familiale. Ses parents sont morts récemment. Sa mère s'est éteinte de chagrin et de dépit amoureux, son père a succombé à une maîtresse vengeresse.Témoin de ces deux morts malgré elle, Ana refuse le monde des adultes et s'invente son univers. Elle s'accroche à ses rêves et ses souvenirs pour faire revivre sa mère et retrouver son amour. Elle remplit son quotidien de jeux qu'elle partage avec ses soeurs. Drame Drame","[142, 231, 96]"
163,Cul-de-sac,1966-11-27,113.0,Drame,Roman Polanski,"Donald Pleasence, Françoise Dorléac, Lionel Stander",britannique,4.0,2.0,3.4,46367.0,"Richard, gangster en cavale, et son acolyte Albert, qui est mourant, trouvent refuge dans un château irlandais. Richard ne tarde pas à semer le trouble au sein du couple étrange que forment la jeune et belle Teresa et George, un homme plus âgé qui vient de vendre son usine.",-0.4019,négatif,"sombre,comique,dramatique","pessimiste,angoissant,énergique","trahison,rédemption,famille",Drame,"Richard, gangster en cavale, et son acolyte Albert, qui est mourant, trouvent refuge dans un château irlandais. Richard ne tarde pas à semer le trouble au sein du couple étrange que forment la jeune et belle Teresa et George, un homme plus âgé qui vient de vendre son usine. Drame Drame","[511, 312, 142]"
164,La Déchirure,1985-02-13,141.0,"Drame, Historique, Guerre",Roland Joffé,"Sam Waterston, Haing S. Ngor, John Malkovich","américain, britannique",,,4.0,3266111.0,"Journaliste au"" New York Times"", Sidney Schanberg est un des rares reporters à rester au Cambodge après la prise de Phnom Penh par les Khmers rouges. L'intervention de son assistant Dith Pran lui sauve la vie. Pran arrêté, Schanberg regagne les Etats-Unis alors que la répression s'abat sur le Cambodge.",0.0,neutre,"sombre,dramatique,comique","énergique,romantique,pessimiste","survie,amitié,famille","Guerre,Historique,Drame","Journaliste au"" New York Times"", Sidney Schanberg est un des rares reporters à rester au Cambodge après la prise de Phnom Penh par les Khmers rouges. L'intervention de son assistant Dith Pran lui sauve la vie. Pran arrêté, Schanberg regagne les Etats-Unis alors que la répression s'abat sur le Cambodge. Guerre,Historique,Drame Drame, Historique, Guerre","[447, 218, 511]"
166,Délivrance,1972-10-01,110.0,"Aventure, Drame, Thriller",John Boorman,"Jon Voight, Burt Reynolds, Ned Beatty",américain,5.0,2.0,4.0,7024345.0,"Quatre Américains de classe moyenne, Ed Gentry, Lewis Medlock, Bobby Trippe et Drew Ballinger décident de consacrer leur week-end à la descente en canöe d'une impétueuse rivière située au nord de la Géorgie. Ils envisagent cette expédition comme un dernier hommage à une nature sauvage et condamnée par la construction d'un futur barrage. Mais les dangers qu'ils affronteront ne proviendront pas uniquement des flots tumultueux de la rivière...",-0.4215,négatif,"sombre,dramatique,comique","pessimiste,nostalgique,angoissant","amitié,trahison,pouvoir","Thriller,Aventure,Drame","Quatre Américains de classe moyenne, Ed Gentry, Lewis Medlock, Bobby Trippe et Drew Ballinger décident de consacrer leur week-end à la descente en canöe d'une impétueuse rivière située au nord de la Géorgie. Ils envisagent cette expédition comme un dernier hommage à une nature sauvage et condamnée par la construction d'un futur barrage. Mais les dangers qu'ils affronteront ne proviendront pas uniquement des flots tumultueux de la rivière... Thriller,Aventure,Drame Aventure, Drame, Thriller","[437, 178, 203]"
168,Le Dernier Combat,1983-04-06,95.0,"Fantastique, Science fiction",Luc Besson,"Pierre Jolivet, Jean Reno, Jean Bouise",français,,,3.1,63279.0,"A la suite d'une catastrophe mondiale, la lutte pour la survie s'organise. Certains pronent la violence, d'autres veulent construire une nouvelle société.",-0.8979,négatif,"dramatique,comique,sombre",énergique,"survie,amitié,trahison","Fantastique,Science fiction","A la suite d'une catastrophe mondiale, la lutte pour la survie s'organise. Certains pronent la violence, d'autres veulent construire une nouvelle société. Fantastique,Science fiction Fantastique, Science fiction","[409, 176, 295]"
169,Le Dernier métro,1980-09-17,133.0,"Drame, Romance, Guerre",François Truffaut,"Catherine Deneuve, Gérard Depardieu, Jean Poiret",français,3.3,3.0,4.0,5215155.0,"Paris, septembre 1942. Lucas Steiner, le directeur du théâtre Montmartre a dû fuir parce qu’il est juif. Sa femme Marion Steiner dirige le théâtre et engage Bernard Granger, transfuge du Grand Guignol, pour jouer à ses côtés dans « la Disparue », que met en scène Jean-Louis Cottins. Jusqu’au soir de la générale, la troupe subit les menaces du virulent critique de « Je suis partout », Daxiat, dont l’ambition est de diriger la Comédie-Française. Et si, par amour pour sa femme, Lucas Steiner avait fait semblant de fuir la France et était resté caché dans la cave de son théâtre pendant toute la guerre....",0.6486,positif,"sombre,satirique,ironique","angoissant,romantique,énergique","amour,amitié,famille","Romance,Guerre,Drame","Paris, septembre 1942. Lucas Steiner, le directeur du théâtre Montmartre a dû fuir parce qu’il est juif. Sa femme Marion Steiner dirige le théâtre et engage Bernard Granger, transfuge du Grand Guignol, pour jouer à ses côtés dans « la Disparue », que met en scène Jean-Louis Cottins. Jusqu’au soir de la générale, la troupe subit les menaces du virulent critique de « Je suis partout », Daxiat, dont l’ambition est de diriger la Comédie-Française. Et si, par amour pour sa femme, Lucas Steiner avait fait semblant de fuir la France et était resté caché dans la cave de son théâtre pendant toute la guerre.... Romance,Guerre,Drame Drame, Romance, Guerre","[317, 447, 182]"
170,Le Dernier Tango à Paris,1972-12-15,129.0,"Drame, Romance, Erotique",Bernardo Bertolucci,"Marlon Brando, Maria Schneider, Maria Michi","italien, français",5.0,1.0,3.0,1016100.0,"Paul, un Américain établi à Paris, et Jeanne font connaissance alors qu'ils visitent, un matin d'hiver, un grand appartement vide. Ils font l'amour sans rien savoir l'un de l'autre, pas même leurs prénoms. Paul loue l'appartement et le couple s'y donne rendez-vous jusqu'à ce que la situation devienne insoutenable.",0.765,positif,"comique,dramatique,ironique","romantique,énergique,nostalgique","amour,amitié,pouvoir","Romance,Erotique,Drame","Paul, un Américain établi à Paris, et Jeanne font connaissance alors qu'ils visitent, un matin d'hiver, un grand appartement vide. Ils font l'amour sans rien savoir l'un de l'autre, pas même leurs prénoms. Paul loue l'appartement et le couple s'y donne rendez-vous jusqu'à ce que la situation devienne insoutenable. Romance,Erotique,Drame Drame, Romance, Erotique","[324, 141, 17]"
176,Dune,1985-02-06,140.0,"Fantastique, Science fiction, Action",David Lynch,"Kyle MacLachlan, Jürgen Prochnow, Francesca Annis",américain,,,3.1,10757438.0,"La saga du guerrier intergalactique Paul Atréides et de son ascension messianique pour conduire son peuple luttant pour sa survie. Le jeune héros mène ses guerriers contre un baron maléfique et tente de mettre fin à un trafic d'""épices"" à l'échelle de la galaxie.",0.0,neutre,"dramatique,sérieux,comique","romantique,énergique","survie,famille,amitié","Fantastique,Action,Science fiction","La saga du guerrier intergalactique Paul Atréides et de son ascension messianique pour conduire son peuple luttant pour sa survie. Le jeune héros mène ses guerriers contre un baron maléfique et tente de mettre fin à un trafic d'""épices"" à l'échelle de la galaxie. Fantastique,Action,Science fiction Fantastique, Science fiction, Action","[168, 409, 309]"
178,Easy Rider,1969-06-27,94.0,"Drame, Aventure",Dennis Hopper,"Lea Marmer, Keith Green, Sandy Brown",américain,3.7,6.0,3.8,7105333.0,"Billy et Captain America disposent d'une grosse somme d'argent, résultat d'une importante vente de stupéfiants. Cette petite fortune permet aux deux motards d'envisager sereinement une traversée des Etats-Unis. Aussi prennent-ils la route de La Nouvelle-Orléans, dans l'intention de participer au carnaval.. .",0.4404,positif,"comique,dramatique,sombre","romantique,pessimiste,énergique","amitié,famille,trahison","Aventure,Drame","Billy et Captain America disposent d'une grosse somme d'argent, résultat d'une importante vente de stupéfiants. Cette petite fortune permet aux deux motards d'envisager sereinement une traversée des Etats-Unis. Aussi prennent-ils la route de La Nouvelle-Orléans, dans l'intention de participer au carnaval.. . Aventure,Drame Drame, Aventure","[531, 378, 96]"
180,Elephant Man,1981-04-08,125.0,"Drame, Biopic",David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft",américain,4.8,5.0,4.3,24115648.0,"Londres, 1884. Le chirurgien Frederick Treves découvre un homme complètement défiguré et difforme, devenu une attraction de foire. John Merrick, "" le monstre "", doit son nom de Elephant Man au terrible accident que subit sa mère. Alors enceinte de quelques mois, elle est renversée par un éléphant. Impressionné par de telles difformités, le Dr. Treves achète Merrick, l'arrachant ainsi à la violence de son propriétaire, et à l'humiliation quotidienne d'être mis en spectacle. Le chirurgien pense alors que "" le monstre "" est un idiot congénital. Il découvre rapidement en Merrick un homme meurtri, intelligent et doté d'une grande sensibilité.",-0.8225,négatif,,,,"Biopic,Drame","Londres, 1884. Le chirurgien Frederick Treves découvre un homme complètement défiguré et difforme, devenu une attraction de foire. John Merrick, "" le monstre "", doit son nom de Elephant Man au terrible accident que subit sa mère. Alors enceinte de quelques mois, elle est renversée par un éléphant. Impressionné par de telles difformités, le Dr. Treves achète Merrick, l'arrachant ainsi à la violence de son propriétaire, et à l'humiliation quotidienne d'être mis en spectacle. Le chirurgien pense alors que "" le monstre "" est un idiot congénital. Il découvre rapidement en Merrick un homme meurtri, intelligent et doté d'une grande sensibilité. Biopic,Drame Drame, Biopic","[206, 264, 243]"
182,Les enfants du paradis,1945-03-15,189.0,"Drame, Romance",Marcel Carné,"Arletty, Jean-Louis Barrault, Pierre Brasseur",français,5.0,4.0,4.3,4040143.0,"Paris, 1828. Sur le boulevard du Crime, au milieu de la foule, des acteurs et des bateleurs, le mime Baptiste Deburau, par son témoignage muet, sauve Garance d'une erreur judiciaire. C'est ici que commencent les amours contrariées de Garance, femme libre et audacieuse, et de Baptiste qu'elle intimide et qui n'ose lui déclarer sa flamme. Mais aussi ceux de Nathalie, la fille du directeur du théâtre, qui aime Baptiste, et Frédérick Lemaître, un jeune acteur prometteur, qui entame une liaison avec Garance, tandis que cette dernière aime aussi Baptiste en secret.",0.0258,neutre,"comique,dramatique,satirique","romantique,énergique,angoissant","amour,amitié,famille","Romance,Drame","Paris, 1828. Sur le boulevard du Crime, au milieu de la foule, des acteurs et des bateleurs, le mime Baptiste Deburau, par son témoignage muet, sauve Garance d'une erreur judiciaire. C'est ici que commencent les amours contrariées de Garance, femme libre et audacieuse, et de Baptiste qu'elle intimide et qui n'ose lui déclarer sa flamme. Mais aussi ceux de Nathalie, la fille du directeur du théâtre, qui aime Baptiste, et Frédérick Lemaître, un jeune acteur prometteur, qui entame une liaison avec Garance, tandis que cette dernière aime aussi Baptiste en secret. Romance,Drame Drame, Romance","[169, 88, 29]"
183,Eraserhead,1978-06-07,89.0,"Fantastique, Drame, Epouvante-horreur",David Lynch,"Jack Nance, Charlotte Stewart, Allen Joseph",américain,,,3.5,3776247.0,"Un homme est abandonné par son amie qui lui laisse la charge d'un enfant prématuré, fruit de leur union. Il s'enfonce dans un univers fantasmatique pour fuir cette cruelle réalité.",0.0,neutre,"sombre,ironique,satirique",,"vengeance,amour,amitié","Fantastique,Epouvante-horreur,Drame","Un homme est abandonné par son amie qui lui laisse la charge d'un enfant prématuré, fruit de leur union. Il s'enfonce dans un univers fantasmatique pour fuir cette cruelle réalité. Fantastique,Epouvante-horreur,Drame Fantastique, Drame, Epouvante-horreur","[409, 470, 337]"
185,Et Dieu... créa la femme,1956-11-28,95.0,"Drame, Romance",Roger Vadim,"Curd Jürgens, Donovan Leitch Jr., Jean-Louis Trintignant",français,,,2.9,55059.0,"Juliette, une jeune femme d'une beauté redoutable, n'attire que convoitises autour de sa personne. Trois hommes se disputent son coeur indécis.",0.5574,positif,,,,"Romance,Drame","Juliette, une jeune femme d'une beauté redoutable, n'attire que convoitises autour de sa personne. Trois hommes se disputent son coeur indécis. Romance,Drame Drame, Romance","[314, 79, 312]"
188,Evil Dead,1983-08-24,80.0,"Epouvante-horreur, Thriller",Sam Raimi,"Bruce Campbell, Ellen Sandweiss, Hal Delrich",américain,4.3,6.0,3.7,9209536.0,"Cinq jeunes vacanciers s'installent dans une baraque au cœur d'une sinistre forêt. En descendant dans une cave lugubre, les deux garçons de la bande découvrent un vieux magnétophone qui, une fois remis en marche, émet une incantation magique. Laquelle réveille les forces du mal, déclenchant ainsi une horreur sans nom...",-0.8519,négatif,"comique,dramatique,satirique","énergique,romantique","famille,amitié","Thriller,Epouvante-horreur","Cinq jeunes vacanciers s'installent dans une baraque au cœur d'une sinistre forêt. En descendant dans une cave lugubre, les deux garçons de la bande découvrent un vieux magnétophone qui, une fois remis en marche, émet une incantation magique. Laquelle réveille les forces du mal, déclenchant ainsi une horreur sans nom... Thriller,Epouvante-horreur Epouvante-horreur, Thriller","[8, 409, 470]"
203,La Forêt d'émeraude,1985-06-26,115.0,"Aventure, Drame, Action",John Boorman,"Powers Boothe, Meg Foster, Charley Boorman",britannique,,,3.7,1525124.0,"Alors qu'il construit un immense barrage, un ingénieur perd son fils en pleine jungle amazonienne. Après dix ans de recherches, il apprend qu'un jeune Blanc vit au milieu d'une tribu d'Indiens, les ""Invisibles"". Il part à sa rencontre.",0.0,neutre,"sombre,dramatique,comique","romantique,pessimiste",,"Action,Aventure,Drame","Alors qu'il construit un immense barrage, un ingénieur perd son fils en pleine jungle amazonienne. Après dix ans de recherches, il apprend qu'un jeune Blanc vit au milieu d'une tribu d'Indiens, les ""Invisibles"". Il part à sa rencontre. Action,Aventure,Drame Aventure, Drame, Action","[380, 217, 57]"
204,Furyo,1983-06-01,122.0,Drame,Nagisa Oshima,"David Bowie, Yûji Honma, Daisuke Iijima","japonais, britannique, néo-zélandais",,,3.8,3548108.0,"Java 1942 : un camp de prisonniers américains est dirigé par le capitaine Yonoi, un chef japonais à la poigne de fer. A la crainte et au mépris qu'éprouvent les prisonniers et les subalternes du capitaine à l'endroit de ce dernier, s'oppose la résistance étonnante d'un soldat anglais, Jake Celliers. Face à son attitude provocante, Yonoi devient de plus en plus sévère dans le but de faire plier le rebelle.",0.0,neutre,"sombre,comique,ironique","romantique,énergique,pessimiste","amitié,pouvoir,trahison",Drame,"Java 1942 : un camp de prisonniers américains est dirigé par le capitaine Yonoi, un chef japonais à la poigne de fer. A la crainte et au mépris qu'éprouvent les prisonniers et les subalternes du capitaine à l'endroit de ce dernier, s'oppose la résistance étonnante d'un soldat anglais, Jake Celliers. Face à son attitude provocante, Yonoi devient de plus en plus sévère dans le but de faire plier le rebelle. Drame Drame","[338, 206, 344]"
