id,title,release_date,duration,genres,directors,actors,nationality,press_rating,number_of_press_rating,spec_rating,number_of_spec_rating,summary,sentiment_score,sentiment_tag,tone_tags,mood_tags,theme_tags,all_tags,features,recommendations
1,Le Facteur sonne toujours deux fois,1981-08-26,121.0,"Policier, Drame, Thriller",Bob Rafelson,"Jack Nicholson, Jessica Lange, John Colicos",américain,,,3.5,51151.0,"Frank Chamber rencontre, lors de ses pérégrinations, Nick Smith, qui tient un café au bord de la route. Quand il voit Cora, la très jolie femme de Nick, il accepte le travail qu'il lui propose.",0.1027,neutre,"comique,dramatique,satirique","romantique,énergique,angoissant","trahison,amitié,amour","Policier,Thriller,Drame","Frank Chamber rencontre, lors de ses pérégrinations, Nick Smith, qui tient un café au bord de la route. Quand il voit Cora, la très jolie femme de Nick, il accepte le travail qu'il lui propose. Policier,Thriller,Drame Policier, Drame, Thriller","[151, 407, 270]"
2,Falling in love,1985-03-27,110.0,Comédie dramatique,Ulu Grosbard,"Robert De Niro, Meryl Streep, Harvey Keitel",américain,,,3.0,31949.0,"L'amour naissant entre un architecte et une dessinatrice qui se rencontrent dans le métro et se heurtent à leur vie de couple respective, morne et routinière.",0.7506,positif,"dramatique,comique,ironique","romantique,angoissant,nostalgique","amour,amitié",Comédie dramatique,"L'amour naissant entre un architecte et une dessinatrice qui se rencontrent dans le métro et se heurtent à leur vie de couple respective, morne et routinière. Comédie dramatique Comédie dramatique","[313, 88, 265]"
3,Fanfan la Tulipe,1952-03-30,100.0,Aventure,Christian-Jaque,"Gérard Philipe, Gina Lollobrigida, Marcel Herrand","italien, français",,,3.1,99443.0,"Le sergent recruteur “La franchise” sillonnait la Normandie accompagné de sa fille, la belle Adeline, afin de recruter de nouveaux soldats prêts à aller mourir sur les champs de bataille du roi Louis XV. La tâche s’avérant de plus en plus difficile, ce racoleur avait mis au point un fin stratagème. Adeline, déguisée en bohémienne, arrêtait d’un sourire les garçons et lisait dans leur main une incroyable destinée : ils seraient les meilleurs soldats du royaume et épouseraient l’une des filles du roi. Fanfan la Tulipe, un jeune coq de village, passa par là...",0.4215,positif,"sombre,dramatique,comique","romantique,pessimiste,énergique","amitié,famille,vengeance",Aventure,"Le sergent recruteur “La franchise” sillonnait la Normandie accompagné de sa fille, la belle Adeline, afin de recruter de nouveaux soldats prêts à aller mourir sur les champs de bataille du roi Louis XV. La tâche s’avérant de plus en plus difficile, ce racoleur avait mis au point un fin stratagème. Adeline, déguisée en bohémienne, arrêtait d’un sourire les garçons et lisait dans leur main une incroyable destinée : ils seraient les meilleurs soldats du royaume et épouseraient l’une des filles du roi. Fanfan la Tulipe, un jeune coq de village, passa par là... Aventure Aventure","[127, 142, 428]"
8,Halloween 2,1982-06-16,91.0,"Epouvante-horreur, Thriller",Rick Rosenthal,"Jamie Lee Curtis, Donald Pleasence, Charles Cyphers",américain,,,2.7,1576205.0,"Michael Myers, échappé de l'hôpital psychiatrique, sème de nouveau la terreur dans la petite ville d'Haddonfield. Les habitants fêtent Halloween, la nuit des sorcières et la police a bien du mal à démasquer le meutrier.",0.1027,neutre,"sombre,dramatique,comique","énergique,pessimiste","famille,amitié,trahison","Thriller,Epouvante-horreur","Michael Myers, échappé de l'hôpital psychiatrique, sème de nouveau la terreur dans la petite ville d'Haddonfield. Les habitants fêtent Halloween, la nuit des sorcières et la police a bien du mal à démasquer le meutrier. Thriller,Epouvante-horreur Epouvante-horreur, Thriller","[188, 409, 505]"
12,Cabaret,1972-09-15,124.0,"Drame, Musical",Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem",américain,,,3.9,89365.0,"La vie d'un cabaret et l'histoire d'un amour entre l'une des chanteuses et un jeune etudiant dans le Berlin des annees trente, secoue par la montee du nazisme...",0.0,neutre,"dramatique,comique,sérieux","romantique,angoissant,énergique","amour,amitié,famille","Musical,Drame","La vie d'un cabaret et l'histoire d'un amour entre l'une des chanteuses et un jeune etudiant dans le Berlin des annees trente, secoue par la montee du nazisme... Musical,Drame Drame, Musical","[314, 159, 272]"
17,Macadam Cowboy,1969-10-15,113.0,Drame,John Schlesinger,"Dustin Hoffman, Jon Voight, Ruth White",américain,3.4,5.0,4.0,3633171.0,"Joe Buck, blond et beau gosse, quitte sa petite bourgade du Texas pour monter à New York, où il espère se faire entretenir par des femmes riches. Mais la dureté de la ville lui faitrapidement perdre ses illusions. Seul, sans un sou, il fait la connaissance de Ratso Rizzo, un petit Italien chétif, boiteux et tuberculeux. Parce que ce dernier a l'air encore plus seul quelui, Joe accepte de partager son appartement miteux. À l'opposé l'un de l'autre, ils partagent pourtant la même misère dans les bas-fonds new-yorkais, s'accrochant au même rêve : partirvivre sous le soleil de Floride...",0.5267,positif,"sombre,comique,dramatique","pessimiste,romantique,angoissant","famille,amour,rédemption",Drame,"Joe Buck, blond et beau gosse, quitte sa petite bourgade du Texas pour monter à New York, où il espère se faire entretenir par des femmes riches. Mais la dureté de la ville lui faitrapidement perdre ses illusions. Seul, sans un sou, il fait la connaissance de Ratso Rizzo, un petit Italien chétif, boiteux et tuberculeux. Parce que ce dernier a l'air encore plus seul quelui, Joe accepte de partager son appartement miteux. À l'opposé l'un de l'autre, ils partagent pourtant la même misère dans les bas-fonds new-yorkais, s'accrochant au même rêve : partirvivre sous le soleil de Floride... Drame Drame","[308, 502, 170]"
24,Octopussy,1983-10-05,131.0,"Policier, Espionnage, Action, Thriller",John Glen,"Roger Moore, Maud Adams, Louis Jourdan","britannique, américain",,,3.1,3688186.0,"Chargé d'enquêter sur la mort très suspecte de l'agent 009 (pourquoi avait-il donc cet inestimable œuf Fabergé dans la main ?...), James Bond assiste à la mise aux enchères de l’œuf. Le richissime Kamal Khan en fait l'acquisition. Ce prince Indien exilé semble nourrir de secrètes accointances avec le général renégat Orlov. Mais quel lien y a-t-il entre l’œuf, les complots du tandem russo-indien et la désirable, bien que mystérieuse, Octopussy ? Et si c'était le déclenchement de la Troisième Guerre Mondiale ?!...",0.3031,positif,"sombre,dramatique,comique","énergique,romantique,angoissant","famille,amitié,trahison","Policier,Espionnage,Action,Thriller","Chargé d'enquêter sur la mort très suspecte de l'agent 009 (pourquoi avait-il donc cet inestimable œuf Fabergé dans la main ?...), James Bond assiste à la mise aux enchères de l’œuf. Le richissime Kamal Khan en fait l'acquisition. Ce prince Indien exilé semble nourrir de secrètes accointances avec le général renégat Orlov. Mais quel lien y a-t-il entre l’œuf, les complots du tandem russo-indien et la désirable, bien que mystérieuse, Octopussy ? Et si c'était le déclenchement de la Troisième Guerre Mondiale ?!... Policier,Espionnage,Action,Thriller Policier, Espionnage, Action, Thriller","[246, 397, 381]"
29,À bout de souffle,1960-03-16,90.0,"Policier, Drame, Romance",Jean-Luc Godard,"Jean Seberg, Jean-Paul Belmondo, Daniel Boulanger",français,5.0,1.0,3.8,6330345.0,"Marseille, un mardi matin. Michel Poiccard vole une voiture de l’U.S. Army et prend la route nationale en direction de Paris. Énervé par une 2CV qui n’ose pas dépasser un camion, Michel double en plein virage et se fait prendre en chasse par un motard. Paniqué, il abat le policier d’un coup de revolver et s’enfuit. Le lendemain, en arrivant à Paris, Michel retrouve une jeune étudiante américaine, Patricia, avec laquelle il a une liaison amoureuse libre. Elle veut devenir journaliste et, pour pouvoir financer ses études à la Sorbonne, vend le New York Herald Tribune sur les Champs-Élysées...",0.5574,positif,"dramatique,comique,satirique","romantique,énergique,angoissant","pouvoir,amour,amitié","Policier,Romance,Drame","Marseille, un mardi matin. Michel Poiccard vole une voiture de l’U.S. Army et prend la route nationale en direction de Paris. Énervé par une 2CV qui n’ose pas dépasser un camion, Michel double en plein virage et se fait prendre en chasse par un motard. Paniqué, il abat le policier d’un coup de revolver et s’enfuit. Le lendemain, en arrivant à Paris, Michel retrouve une jeune étudiante américaine, Patricia, avec laquelle il a une liaison amoureuse libre. Elle veut devenir journaliste et, pour pouvoir financer ses études à la Sorbonne, vend le New York Herald Tribune sur les Champs-Élysées... Policier,Romance,Drame Policier, Drame, Romance","[182, 515, 502]"
45,"Affreux, sales et méchants",1976-12-15,115.0,Comédie dramatique,Ettore Scola,"Nino Manfredi, Francesco Anniballi, Maria Bosco",italien,5.0,2.0,3.9,1080108.0,"Dans un bidonville à Rome, Giacinto règne en tyran sur sa nombreuse famille. Tous acceptent son autorité et sa mauvaise humeur, car le patriarche possède un magot que chacun espère lui voler. Chaque jour, il lui faut trouver de nouvelles cachettes et défendre son bien fusil en main. Lorsqu'il décide d'installer sa concubine dans le baraquement, la révolte gronde...",0.0,neutre,"sombre,dramatique,comique","romantique,angoissant,énergique","famille,trahison,pouvoir",Comédie dramatique,"Dans un bidonville à Rome, Giacinto règne en tyran sur sa nombreuse famille. Tous acceptent son autorité et sa mauvaise humeur, car le patriarche possède un magot que chacun espère lui voler. Chaque jour, il lui faut trouver de nouvelles cachettes et défendre son bien fusil en main. Lorsqu'il décide d'installer sa concubine dans le baraquement, la révolte gronde... Comédie dramatique Comédie dramatique","[404, 265, 323]"
46,L'Africain,2014-09-10,101.0,Comédie,Philippe de Broca,"Philippe Noiret, Catherine Deneuve, Jean-François Balmer",français,,,3.0,25224.0,"Victor, amoureux de la nature, a trouvé le repos dans une idyllique contrée de l'Afrique centrale. L'arrivée intempestive de son ex-femme menace son univers paradisiaque. Celle-ci veut en effet implanter dans la région un village-vacances pour touristes fortunés.",-0.4939,négatif,"dramatique,comique,ironique","romantique,nostalgique,angoissant","amour,amitié,pouvoir",Comédie,"Victor, amoureux de la nature, a trouvé le repos dans une idyllique contrée de l'Afrique centrale. L'arrivée intempestive de son ex-femme menace son univers paradisiaque. Celle-ci veut en effet implanter dans la région un village-vacances pour touristes fortunés. Comédie Comédie","[115, 494, 157]"
57,À la poursuite du diamant vert,1984-07-04,105.0,"Aventure, Action, Comédie",Robert Zemeckis,"Holland Taylor, Danny DeVito, Zack Norman","américain, mexicain",,,3.2,3859166.0,"Une jeune romancière à succès part en Colombie à la recherche de sa soeur qui a été kidnappée. Accompagnée d'un aviateur quelque peu blasé, elle affrontera les dangers d'une jungle inhospitalière pour récuperer un fabuleux diamant qui servira de monnaie d'échange.",-0.4939,négatif,"dramatique,sombre,comique","romantique,énergique","survie,amitié,trahison","Action,Aventure,Comédie","Une jeune romancière à succès part en Colombie à la recherche de sa soeur qui a été kidnappée. Accompagnée d'un aviateur quelque peu blasé, elle affrontera les dangers d'une jungle inhospitalière pour récuperer un fabuleux diamant qui servira de monnaie d'échange. Action,Aventure,Comédie Aventure, Action, Comédie","[203, 387, 301]"
62,"Alien, le huitième passager",1979-09-12,116.0,"Science fiction, Epouvante-horreur",Ridley Scott,"Sigourney Weaver, Tom Skerritt, Veronica Cartwright","britannique, américain",4.4,11.0,4.4,407741406.0,"Le vaisseau commercial Nostromo et son équipage, sept hommes et femmes, rentrent sur Terre avec une importante cargaison de minerai. Mais lors d'un arrêt forcé sur une planète déserte, l'officier Kane se fait agresser par une forme de vie inconnue, une arachnide qui étouffe son visage.Après que le docteur de bord lui retire le spécimen, l'équipage retrouve le sourire et dîne ensemble. Jusqu'à ce que Kane, pris de convulsions, voit son abdomen perforé par un corps étranger vivant, qui s'échappe dans les couloirs du vaisseau...",0.0,neutre,"sombre,dramatique,comique","romantique,angoissant,pessimiste","trahison,amitié,rédemption","Epouvante-horreur,Science fiction","Le vaisseau commercial Nostromo et son équipage, sept hommes et femmes, rentrent sur Terre avec une importante cargaison de minerai. Mais lors d'un arrêt forcé sur une planète déserte, l'officier Kane se fait agresser par une forme de vie inconnue, une arachnide qui étouffe son visage.Après que le docteur de bord lui retire le spécimen, l'équipage retrouve le sourire et dîne ensemble. Jusqu'à ce que Kane, pris de convulsions, voit son abdomen perforé par un corps étranger vivant, qui s'échappe dans les couloirs du vaisseau... Epouvante-horreur,Science fiction Science fiction, Epouvante-horreur","[409, 295, 142]"
67,Amadeus,1984-10-31,180.0,"Comédie dramatique, Historique",Milos Forman,"Tom Hulce, F. Murray Abraham, Elizabeth Berridge",américain,4.5,8.0,4.3,21552540.0,"A Vienne, en novembre 1823. Au coeur de la nuit, un vieil homme égaré clame cette étonnante confession : ""Pardonne, Mozart, pardonne à ton assassin !"" Ce fantôme, c'est Antonio Salieri, jadis musicien réputé et compositeur officiel de la Cour.Dès l'enfance, il s'était voué tout entier au service de Dieu, s'engageant à le célébrer par sa musique, au prix d'un incessant labeur. Pour prix de ses sacrifices innombrables, il réclamait la gloire éternelle. Son talent, reconnu par l'empereur mélomane Joseph II, valut durant quelques années à Salieri les plus hautes distinctions.Mais, en 1781, un jeune homme arrive à Vienne, précédé d'une flatteuse réputation. Wolfgang Amadeus Mozart est devenu le plus grand compositeur du siècle. Réalisant la menace que représente pour lui ce surdoué arrogant dont il admire le profond génie, Salieri tente de l'évincer.",-0.6054,négatif,"comique,ironique,dramatique","énergique,romantique,nostalgique","famille,amitié,trahison","Comédie dramatique,Historique","A Vienne, en novembre 1823. Au coeur de la nuit, un vieil homme égaré clame cette étonnante confession : ""Pardonne, Mozart, pardonne à ton assassin !"" Ce fantôme, c'est Antonio Salieri, jadis musicien réputé et compositeur officiel de la Cour.Dès l'enfance, il s'était voué tout entier au service de Dieu, s'engageant à le célébrer par sa musique, au prix d'un incessant labeur. Pour prix de ses sacrifices innombrables, il réclamait la gloire éternelle. Son talent, reconnu par l'empereur mélomane Joseph II, valut durant quelques années à Salieri les plus hautes distinctions.Mais, en 1781, un jeune homme arrive à Vienne, précédé d'une flatteuse réputation. Wolfgang Amadeus Mozart est devenu le plus grand compositeur du siècle. Réalisant la menace que représente pour lui ce surdoué arrogant dont il admire le profond génie, Salieri tente de l'évincer. Comédie dramatique,Historique Comédie dramatique, Historique","[447, 511, 142]"
71,American Gigolo,1980-06-09,120.0,Drame,Paul Schrader,"Richard Gere, Lauren Hutton, Hector Elizondo",américain,,,2.9,40875.0,"Julian Kay, un beau ténébreux trentenaire, loue ses charmes à des femmes dans le besoin. Après avoir passé la nuit avec l'épouse d'un homme d'affaires, cette dernière est retrouvée morte et les soupçons de la police se portent naturellement sur Julian. Le meurtre semble être un coup monté de toute pièce pour l'incriminer et Julian est bien décidé à le prouver.",0.0,neutre,"sombre,dramatique,comique","énergique,angoissant,romantique","vengeance,pouvoir,amour",Drame,"Julian Kay, un beau ténébreux trentenaire, loue ses charmes à des femmes dans le besoin. Après avoir passé la nuit avec l'épouse d'un homme d'affaires, cette dernière est retrouvée morte et les soupçons de la police se portent naturellement sur Julian. Le meurtre semble être un coup monté de toute pièce pour l'incriminer et Julian est bien décidé à le prouver. Drame Drame","[142, 280, 306]"
78,L'Amour à mort,1984-09-05,92.0,Drame,Alain Resnais,"Pierre Arditi, Sabine Azéma, Fanny Ardant",français,,,3.4,10917.0,"Déclaré cliniquement mort, Simon ressuscite quelques instants après son décès. Bouleversé par cette expérience, dont il parle à un couple d'amis pasteurs, Jérôme et Judith, il retrouve Elisabeth, la femme avec qui il vivait une intense histoire d'amour. Simon, dont la santé est toujours fragile, entend bien profiter pleinement du temps qui lui reste à vivre.",0.25,positif,"sombre,dramatique,comique","romantique,nostalgique,énergique","amour,survie,pouvoir",Drame,"Déclaré cliniquement mort, Simon ressuscite quelques instants après son décès. Bouleversé par cette expérience, dont il parle à un couple d'amis pasteurs, Jérôme et Judith, il retrouve Elisabeth, la femme avec qui il vivait une intense histoire d'amour. Simon, dont la santé est toujours fragile, entend bien profiter pleinement du temps qui lui reste à vivre. Drame Drame","[272, 141, 447]"
79,L'Amour braque,1985-02-25,101.0,"Drame, Romance",Andrzej Zulawski,"Sophie Marceau, Tchéky Karyo, Francis Huster",français,,,1.9,9017.0,"Un gangster hystérique, une jeune prostituée et un être innocent vivent des rapports passionnés. Ils seront pris dans la tourmente d'un règlement de comptes implacable.",0.7184,positif,"dramatique,comique,ironique","énergique,romantique","vengeance,trahison,amour","Romance,Drame","Un gangster hystérique, une jeune prostituée et un être innocent vivent des rapports passionnés. Ils seront pris dans la tourmente d'un règlement de comptes implacable. Romance,Drame Drame, Romance","[314, 185, 170]"
87,Annie,2021-05-01,129.0,"Comédie musicale, Drame, Famille",John Huston,"Aileen Quinn, Albert Finney, Carol Burnett",américain,,,3.6,12515.0,"Inspiré de la célèbre bande dessinée ""Little Orphan Annie"", créée en 1924 par Harold Gray, ""Annie"" raconte l'histoire d'une orpheline de dix ans qui doit se battre contre la méchanceté et le despotisme de ses geôliers. Sa rencontre avec le milliardaire Olivier Wabucks va renverser la situation.",0.0,neutre,"dramatique,comique,satirique","romantique,angoissant,nostalgique","amitié,famille,rédemption","Comédie musicale,Famille,Drame","Inspiré de la célèbre bande dessinée ""Little Orphan Annie"", créée en 1924 par Harold Gray, ""Annie"" raconte l'histoire d'une orpheline de dix ans qui doit se battre contre la méchanceté et le despotisme de ses geôliers. Sa rencontre avec le milliardaire Olivier Wabucks va renverser la situation. Comédie musicale,Famille,Drame Comédie musicale, Drame, Famille","[238, 427, 88]"
88,Annie Hall,1977-09-07,93.0,"Comédie dramatique, Romance",Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts",américain,4.6,5.0,4.0,5447215.0,"A l'aube de ses quarante ans, Alvy Singer fait le bilan de la situation. Une introspection sur sa dernière rencontre, Annie Hall, qui vient de le quitter, et un hommage à la ville qu'il aime, New York.",0.5574,positif,"comique,dramatique,satirique","nostalgique,romantique,angoissant","amitié,amour,pouvoir","Comédie dramatique,Romance","A l'aube de ses quarante ans, Alvy Singer fait le bilan de la situation. Une introspection sur sa dernière rencontre, Annie Hall, qui vient de le quitter, et un hommage à la ville qu'il aime, New York. Comédie dramatique,Romance Comédie dramatique, Romance","[404, 265, 87]"
96,Les Aristochats,1971-12-08,75.0,"Animation, Comédie, Famille, Aventure",Wolfgang Reitherman,"Claude Bertrand, Michèle Andrée, Roger Carel",américain,,,4.1,24752213.0,"Paris, 1910. Madame de Bonnefamille, millionnaire excentrique, vit seule entourée de ses chats : Duchesse et ses trois petits, Marie, Toulouse et Berlioz. Un jour, elle convie son notaire pour léguer toute sa fortune à ses compagnons à quatre pattes. Cependant, une clause du testament stipule qu'à la mort des chats, ses biens iront à son maître d'hôtel, Edgar. Ce dernier, entendant la nouvelle, décide d'éliminer ces héritiers. Après leur avoir administré une drogue, il les emporte à la campagne avec la ferme intention de les noyer...",0.0,neutre,"sombre,dramatique,comique","romantique,angoissant,pessimiste","vengeance,famille,amitié","Animation,Famille,Aventure,Comédie","Paris, 1910. Madame de Bonnefamille, millionnaire excentrique, vit seule entourée de ses chats : Duchesse et ses trois petits, Marie, Toulouse et Berlioz. Un jour, elle convie son notaire pour léguer toute sa fortune à ses compagnons à quatre pattes. Cependant, une clause du testament stipule qu'à la mort des chats, ses biens iront à son maître d'hôtel, Edgar. Ce dernier, entendant la nouvelle, décide d'éliminer ces héritiers. Après leur avoir administré une drogue, il les emporte à la campagne avec la ferme intention de les noyer... Animation,Famille,Aventure,Comédie Animation, Comédie, Famille, Aventure","[427, 139, 284]"
99,L'As des As,1982-10-27,100.0,Comédie,Gérard Oury,"Jean-Paul Belmondo, Marie-France Pisier, Rachid Ferrache","français, allemand",,,3.2,2876125.0,"Jo Cavalier, entraîneur national, doit accompagner l'équipe de boxe aux J.O. de Berlin. Durant le voyage il prend en charge un enfant de dix ans poursuivi par la Gestapo.",0.0,neutre,"sombre,comique,dramatique","romantique,énergique,angoissant","amitié,trahison,pouvoir",Comédie,"Jo Cavalier, entraîneur national, doit accompagner l'équipe de boxe aux J.O. de Berlin. Durant le voyage il prend en charge un enfant de dix ans poursuivi par la Gestapo. Comédie Comédie","[317, 87, 128]"
105,Assurance sur la mort,1946-07-31,107.0,"Thriller, Policier",Billy Wilder,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson",américain,4.6,5.0,4.3,1233132.0,"Walter Neff, un employé d’une compagnie d’assurances, tombe amoureux de sa cliente Phyllis Dietrichson qui réussit à le convaincre d’échafauder avec elle un plan pour supprimer son mari encombrant et violent et ainsi partager avec elle l’assurance-vie de ce dernier. Walter Neff, dont le meilleur ami Barton Keyes est un fin limier qui enquête sur les fraudes à l’assurance dans la même compagnie que lui, pense avoir trouver le plan parfait pour faire passer un meurtre pour un accident. Mais les choses ne se termineront pas comme prévu.",-0.6369,négatif,"sombre,dramatique,ironique","pessimiste,angoissant,énergique","amour,amitié,trahison","Policier,Thriller","Walter Neff, un employé d’une compagnie d’assurances, tombe amoureux de sa cliente Phyllis Dietrichson qui réussit à le convaincre d’échafauder avec elle un plan pour supprimer son mari encombrant et violent et ainsi partager avec elle l’assurance-vie de ce dernier. Walter Neff, dont le meilleur ami Barton Keyes est un fin limier qui enquête sur les fraudes à l’assurance dans la même compagnie que lui, pense avoir trouver le plan parfait pour faire passer un meurtre pour un accident. Mais les choses ne se termineront pas comme prévu. Policier,Thriller Thriller, Policier","[418, 407, 299]"
106,Astérix et Cléopâtre,1968-12-19,80.0,"Animation, Comédie","René Goscinny, Albert Uderzo","Roger Carel, Jacques Morel, Jacques Balutin","français, belge",,,3.8,8868128.0,"Alexandrie. Cléopatre parie avec Jules César qu'elle réussira à construire un palais en trois mois et charge son architecte, Numérobis, du travail. Celuici demande de l'aide à Astérix, Obélix et Panoramix. Tous trois vont devoir déjouer les ruses d'Amonbofils, rival de Numérobis, et de Jules César, qui ne veut pas perdre...",0.0,neutre,"dramatique,comique,satirique","romantique,énergique,optimiste","amitié,trahison,amour","Animation,Comédie","Alexandrie. Cléopatre parie avec Jules César qu'elle réussira à construire un palais en trois mois et charge son architecte, Numérobis, du travail. Celuici demande de l'aide à Astérix, Obélix et Panoramix. Tous trois vont devoir déjouer les ruses d'Amonbofils, rival de Numérobis, et de Jules César, qui ne veut pas perdre... Animation,Comédie Animation, Comédie","[222, 139, 284]"
115,L'Aurore,1928-10-11,97.0,Drame,"F.W. Murnau, William Fox (II)","George O'Brien, Janet Gaynor, Margaret Livingstone",américain,5.0,2.0,4.2,2080147.0,"Un pêcheur s'éprend d'une citadine aux allures de vamp. Sous l'influence de celle-ci, il décide de noyer son épouse, mais change d'avis une fois sur la barque. Effrayée, la femme fuit en ville. Elle est bientôt rejointe par son mari, désireux de se faire pardonner.",0.0,neutre,"sombre,comique,dramatique","romantique,énergique,angoissant","vengeance,famille,rédemption",Drame,"Un pêcheur s'éprend d'une citadine aux allures de vamp. Sous l'influence de celle-ci, il décide de noyer son épouse, mais change d'avis une fois sur la barque. Effrayée, la femme fuit en ville. Elle est bientôt rejointe par son mari, désireux de se faire pardonner. Drame Drame","[344, 447, 135]"
117,Autopsie d'un meurtre,1959-10-14,160.0,"Policier, Drame, Thriller",Otto Preminger,"James Stewart, Lee Remick, Ben Gazzara",américain,4.0,5.0,4.2,54261.0,"L'avocat Paul Biegler reçoit un coup de téléphone de Laura Manion lui demandant d'assurer la défense de son mari. Le lieutenant Frederik Manion a tué un propriétaire de bar qui avait violé sa femme. Biegler accepte de le défendre. Le procès commence et la vérité a du mal à émerger, d'ailleurs les avocats et les juges, s'affrontant dans des batailles juridiques, en sont en réalité peu soucieux.",0.1027,neutre,"sombre,dramatique,ironique","pessimiste,angoissant,énergique","trahison,famille,amitié","Policier,Thriller,Drame","L'avocat Paul Biegler reçoit un coup de téléphone de Laura Manion lui demandant d'assurer la défense de son mari. Le lieutenant Frederik Manion a tué un propriétaire de bar qui avait violé sa femme. Biegler accepte de le défendre. Le procès commence et la vérité a du mal à émerger, d'ailleurs les avocats et les juges, s'affrontant dans des batailles juridiques, en sont en réalité peu soucieux. Policier,Thriller,Drame Policier, Drame, Thriller","[393, 407, 1]"
121,Les Aventuriers de l'Arche perdue,1981-09-16,116.0,"Aventure, Action",Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman",américain,4.6,5.0,4.4,60941892.0,"1936. Parti à la recherche d'une idole sacrée en pleine jungle péruvienne, l'aventurier Indiana Jones échappe de justesse à une embuscade tendue par son plus coriace adversaire : le Français René Belloq.Revenu à la vie civile à son poste de professeur universitaire d'archéologie, il est mandaté par les services secrets et par son ami Marcus Brody, conservateur du National Museum de Washington, pour mettre la main sur le Médaillon de Râ, en possession de son ancienne amante Marion Ravenwood, désormais tenancière d'un bar au Tibet.Cet artefact égyptien serait en effet un premier pas sur le chemin de l'Arche d'Alliance, celle-là même où Moïse conserva les Dix Commandements. Une pièce historique aux pouvoirs inimaginables dont Hitler cherche à s'emparer...",0.0,neutre,"dramatique,comique,sombre",romantique,"pouvoir,famille,amitié","Action,Aventure","1936. Parti à la recherche d'une idole sacrée en pleine jungle péruvienne, l'aventurier Indiana Jones échappe de justesse à une embuscade tendue par son plus coriace adversaire : le Français René Belloq.Revenu à la vie civile à son poste de professeur universitaire d'archéologie, il est mandaté par les services secrets et par son ami Marcus Brody, conservateur du National Museum de Washington, pour mettre la main sur le Médaillon de Râ, en possession de son ancienne amante Marion Ravenwood, désormais tenancière d'un bar au Tibet.Cet artefact égyptien serait en effet un premier pas sur le chemin de l'Arche d'Alliance, celle-là même où Moïse conserva les Dix Commandements. Une pièce historique aux pouvoirs inimaginables dont Hitler cherche à s'emparer... Action,Aventure Aventure, Action","[387, 203, 57]"
126,Le Bal,1983-12-21,112.0,Comédie,Ettore Scola,"Christophe Allwright, Aziz Arbia, Marc Berman","italien, français",4.0,3.0,3.8,17017.0,"Dans une salle de bal redéfile l'histoire de la France, des années 20 aux années 80, au gré des musiques qui ont rythmé ces décennies. Le Front Populaire, la Seconde Guerre mondiale, la Libération et Mai 68 sont ainsi évoqués sur fond de jazz, de rock'n'roll et de musique disco.",0.4404,positif,"comique,dramatique,sérieux","énergique,romantique,nostalgique","famille,amitié,trahison",Comédie,"Dans une salle de bal redéfile l'histoire de la France, des années 20 aux années 80, au gré des musiques qui ont rythmé ces décennies. Le Front Populaire, la Seconde Guerre mondiale, la Libération et Mai 68 sont ainsi évoqués sur fond de jazz, de rock'n'roll et de musique disco. Comédie Comédie","[314, 317, 272]"
127,Le Bal des vampires,1968-02-13,108.0,"Comédie, Epouvante-horreur",Roman Polanski,"Roman Polanski, Jack MacGowran, Sharon Tate","américain, britannique",4.0,3.0,3.8,4685274.0,"Persuadé que les vampires existent, le professeur Abronsius consacre tout son temps à la traque de cette espèce effrayante. Accompagné par son fidèle assistant, le jeune Alfred, ce scientifique farfelu parcourt la Transylvanie et finit par arriver dans un petit village qui semble être un nid de vampires. Dans la taverne, des gousses d'ail ornent les murs. Les habitants n'osent répondre à ses questions et semblent terrifiés par une étrange présence. Bientôt, la fille de l'aubergiste, Sarah, est enlevée par un vampire. Abronsius et Alfred, transi d'amour devant la belle jeune fille, partent à sa recherche. Elle est retenue au château du comte von Krolock. Mais leur étonnement est à son comble lorsqu'ils sont reçus avec amabilité dans la luxueuse demeure. Là, les vampires préparent leur bal annuel. Les deux compères ne sont pas au bout de leurs surprises...",-0.128,neutre,"comique,sombre,dramatique","angoissant,énergique,romantique","amour,trahison,amitié","Epouvante-horreur,Comédie","Persuadé que les vampires existent, le professeur Abronsius consacre tout son temps à la traque de cette espèce effrayante. Accompagné par son fidèle assistant, le jeune Alfred, ce scientifique farfelu parcourt la Transylvanie et finit par arriver dans un petit village qui semble être un nid de vampires. Dans la taverne, des gousses d'ail ornent les murs. Les habitants n'osent répondre à ses questions et semblent terrifiés par une étrange présence. Bientôt, la fille de l'aubergiste, Sarah, est enlevée par un vampire. Abronsius et Alfred, transi d'amour devant la belle jeune fille, partent à sa recherche. Elle est retenue au château du comte von Krolock. Mais leur étonnement est à son comble lorsqu'ils sont reçus avec amabilité dans la luxueuse demeure. Là, les vampires préparent leur bal annuel. Les deux compères ne sont pas au bout de leurs surprises... Epouvante-horreur,Comédie Comédie, Epouvante-horreur","[142, 428, 183]"
